molecule ID,concentration
RIBOFLAVIN[m],0.0
RIBOFLAVIN[o],0.0
RIBOFLAVIN[p],0.0
RIBOFLAVIN[l],0.0
RIBOFLAVIN[i],0.0
DTDP-DEOH-DEOXY-GLUCOSE[n],0.0
DTDP-DEOH-DEOXY-GLUCOSE[j],0.0
DTDP-DEOH-DEOXY-GLUCOSE[w],0.0
DTDP-DEOH-DEOXY-GLUCOSE[c],0.0
DTDP-DEOH-DEOXY-GLUCOSE[e],0.0
DTDP-DEOH-DEOXY-GLUCOSE[m],0.0
DTDP-DEOH-DEOXY-GLUCOSE[o],0.0
DTDP-DEOH-DEOXY-GLUCOSE[p],0.0
DTDP-DEOH-DEOXY-GLUCOSE[l],0.0
DTDP-DEOH-DEOXY-GLUCOSE[i],0.0
DEAMIDO-NAD[n],0.0
DEAMIDO-NAD[j],0.0
DEAMIDO-NAD[w],0.0
DEAMIDO-NAD[c],0.0
DEAMIDO-NAD[e],0.0
DEAMIDO-NAD[m],0.0
DEAMIDO-NAD[o],0.0
DEAMIDO-NAD[p],0.0
DEAMIDO-NAD[l],0.0
DEAMIDO-NAD[i],0.0
CPD0-1761[n],0.0
CPD0-1761[j],0.0
CPD0-1761[w],0.0
CPD0-1761[c],0.0
CPD0-1761[e],0.0
CPD0-1761[m],0.0
CPD0-1761[o],0.0
CPD0-1761[p],0.0
CPD0-1761[l],0.0
CPD0-1761[i],0.0
RIBOSE-1P[n],0.0
RIBOSE-1P[j],0.0
RIBOSE-1P[w],0.0
RIBOSE-1P[c],0.0
RIBOSE-1P[e],0.0
RIBOSE-1P[m],0.0
RIBOSE-1P[o],0.0
RIBOSE-1P[p],0.0
RIBOSE-1P[l],0.0
RIBOSE-1P[i],0.0
CPD0-1811[n],0.0
CPD0-1811[j],0.0
CPD0-1811[w],0.0
CPD0-1811[c],0.0
CPD0-1811[e],0.0
CPD0-1811[m],0.0
CPD0-1811[o],0.0
CPD0-1811[p],0.0
CPD0-1811[l],0.0
CPD0-1811[i],0.0
CPD0-1810[n],0.0
CPD0-1810[j],0.0
CPD0-1810[w],0.0
CPD0-1810[c],0.0
CPD0-1810[e],0.0
CPD0-1810[m],0.0
CPD0-1810[o],0.0
CPD0-1810[p],0.0
CPD0-1810[l],0.0
CPD0-1810[i],0.0
AICAR[n],0.0
AICAR[j],0.0
AICAR[w],0.0
AICAR[c],0.0
AICAR[e],0.0
AICAR[m],0.0
AICAR[o],0.0
AICAR[p],0.0
AICAR[l],0.0
AICAR[i],0.0
CPD-10796[n],0.0
CPD-10796[j],0.0
CPD-10796[w],0.0
CPD-10796[c],0.0
CPD-10796[e],0.0
CPD-10796[m],0.0
CPD-10796[o],0.0
CPD-10796[p],0.0
CPD-10796[l],0.0
CPD-10796[i],0.0
CPD-10797[n],0.0
CPD-10797[j],0.0
CPD-10797[w],0.0
CPD-10797[c],0.0
CPD-10797[e],0.0
CPD-10797[m],0.0
CPD-10797[o],0.0
CPD-10797[p],0.0
CPD-10797[l],0.0
CPD-10797[i],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[n],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[j],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[w],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[c],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[e],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[m],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[o],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[p],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[l],0.0
7-AMINOMETHYL-7-DEAZAGUANINE[i],0.0
BENZENE[n],0.0
BENZENE[j],0.0
BENZENE[w],0.0
BENZENE[c],0.0
BENZENE[e],0.0
BENZENE[m],0.0
BENZENE[o],0.0
BENZENE[p],0.0
BENZENE[l],0.0
BENZENE[i],0.0
CPD-3570[n],0.0
CPD-3570[j],0.0
CPD-3570[w],0.0
CPD-3570[c],0.0
CPD-3570[e],0.0
CPD-3570[m],0.0
CPD-3570[o],0.0
CPD-3570[p],0.0
